task_difficulty,time_to_reward,past_failure_loops,self_efficacy,stress_level,goal_clarity,social_support,intrinsic_motivation,habit_strength,distraction_level,use_case,delay_cause,delay_severity_raw,respondent_id
2.9449284038286776,3.9720967321946943,1.4577222447020188,5.441645158411448,7.449476635170846,7.2662640398811975,4.882713572037172,5.666911086258302,3.490785139340746,3.67669078159948,Fitness,Decision Fatigue,0.2519,R003587
6.467382887724942,5.693765828248194,3.252449611806465,3.1681253288516027,4.003985356055507,3.2675520041241963,7.076398727173577,3.805559889919435,1.333044009122661,3.1051433704995257,Career Choices,Perfectionism,0.3452,R003588
3.534747224276616,5.163305688556467,,5.715905270909693,5.74681239586924,2.483521808204199,4.01846838409549,5.690489716387038,4.117222068225411,5.481336232539547,Studying,Decision Fatigue,0.2243,R003589
,7.613940130639261,1.8295064771089102,2.284882089112584,5.36376737952728,3.801644828120223,1.604353575153647,3.4188498712380246,3.6372423555806925,3.0692135562381933,Career Choices,Lack of Immediate Reward,0.3683,R003590
8.682138373931581,5.429430256233936,1.3449475170671243,4.4784090264237495,6.908263070975454,9.000117023180975,4.659844460659818,6.859252902037939,,7.2606150890648955,Career Choices,Overwhelm / Complexity,0.3503,R003591
4.429869799449213,5.682099853927217,3.525408379930226,6.712824640614943,4.681689383504255,4.534142712491682,3.3277734106451056,5.8083836604707235,3.9494074205836758,6.0777998237407385,Fitness,Decision Fatigue,0.2504,R003592
7.402243252388571,9.490485632676803,3.8506076834555527,6.5313056648151555,6.668761026594601,3.8022478505888513,6.787601508586151,8.049461464053426,5.377858884481873,4.929438650226032,Career Choices,Perfectionism,0.463,R003593
6.819822928572815,6.615362966730873,6.6758457079542195,3.699162115352038,8.033465346002197,3.1197723542257947,4.263730940509322,3.048388981505985,0.8449729766508143,5.173109719047355,Career Choices,Past Failure Loop,0.5124,R003594
7.764375201273122,6.914241087376056,0.24366113473524198,5.678651992060925,6.195474067332554,1.185262885972191,6.603901313395999,,3.095068207833948,4.695618606767404,Career Choices,Perfectionism,0.3983,R003595
4.815526574262069,0.8420119201641221,3.9425086626828323,6.5500056441659185,3.8492979498640794,4.988200172433963,6.852063206895609,7.823870513905229,4.102469115245535,7.571100313212551,Studying,Overwhelm / Complexity,0.1237,R003596
5.703717578280207,8.360916895769058,4.39516820960886,5.386519332729667,5.399826135052189,8.642872058859176,5.035619525480667,6.274753846636477,0.8282351720590082,5.8935203690155635,Studying,Lack of Immediate Reward,0.415,R003597
5.236072399152505,6.856994046992353,3.664014966933536,8.847673441206915,6.5804714202343515,7.279245254202102,3.7804028707908124,3.630156613644204,6.69316255678619,3.638393660640963,Fitness,Lack of Immediate Reward,0.327,R003598
4.0738537319412575,4.277387438438225,4.360334056773246,0.8033287181599817,8.445719456781008,3.258590775379488,4.520876417858754,3.4483066343083504,0.6061389985509757,4.558131150860848,Studying,Past Failure Loop,0.4489,R003599
4.35788766306978,2.0371973318618792,-1.0095498146141377,5.827734907796621,2.8786906321124173,4.625818553723485,8.54217492353496,5.363827629946981,3.5833576512070366,4.993650531664324,Studying,Overwhelm / Complexity,0.0909,R003600
9.348575876537573,5.103220047578243,1.1605622621801988,4.856489262888578,7.728260577675834,4.289331153567371,5.306433085895728,6.022713187308225,6.874692839245734,7.752790684025638,Studying,Overwhelm / Complexity,0.3636,R003601
6.30124962229331,6.028427054630123,0.20641116783252156,3.48947336196306,5.554595024374348,3.9570353999525643,3.221754298810981,11.390732087845254,3.454032134115786,3.9951526725641724,career choices,Perfectionism,0.3774,R003602
8.553164284862026,2.2951401121610844,1.3752302326229253,6.345193352519093,4.649802431022037,3.527775161537428,2.1944751828983065,4.275374300153034,1.521199972011153,1.4571139487944498,Studying,Perfectionism,0.2249,R003603
6.062268946476584,4.253782028087074,3.9388756849754287,7.1216788369391635,3.5268877165846835,6.837789995837994,6.780198364246315,7.505527011789615,5.3951273565007885,8.44876266874784,Fitness,Overwhelm / Complexity,0.2502,R003604
2.61170310044979,6.418778790523875,0.9155787442295733,9.816069109206264,4.444398470656212,5.412137424598772,4.6635638249097715,4.137865416760317,2.4923426258235155,4.940181591352038,Fitness,Lack of Immediate Reward,0.1678,R003605
3.522894988035187,3.990027463382811,4.848718516604464,4.768458018731195,4.423574066164875,3.1903403597779825,4.89098368058385,6.211702434576612,,2.3450328213099096,Fitness,Perfectionism,0.1275,R003606
6.966970708736203,3.0242479985449213,0.6884504651650929,7.644172656232588,7.537020436803463,4.869333762751273,4.001103774495675,6.340380695393305,0.9683275595075993,9.34799724431299,Fitness,Decision Fatigue,0.2689,R003607
5.936422682304078,5.128408068479282,3.6043678743708534,5.2345172168701986,5.24699897783745,3.0241471338484267,2.954065082195479,6.4739759208539995,4.160171815437547,5.001947657308328,Career Choices,Perfectionism,0.2419,R003608
4.995265955472428,6.136896103541542,2.546491005785872,5.895336645319644,3.791608948817262,4.361186568546553,4.5580748046207065,5.923728426535175,2.578335907609007,,Fitness,Lack of Immediate Reward,0.2849,R003609
5.907360181812059,,2.6303829368249567,4.55286692554834,5.243707405095823,6.929244475827325,2.8904883932275593,-0.8715963329354608,2.657166957489438,4.246815555580678,Career Choices,Lack of Immediate Reward,0.3049,R003610
8.149612735700156,3.1310227952510794,2.46359373723752,3.8109711741705725,7.812150686341173,3.331540037904121,4.934789156593883,5.1702723901291305,3.3524745138503254,4.61320597294506,Studying,Perfectionism,0.3749,R003611
10.176501635581758,7.232073271876932,0.20787484181523408,8.422053375837654,8.26238366602705,,4.152971057319951,6.205425665362169,-1.203292991711376,6.937867267434902,Career Choices,Overwhelm / Complexity,0.4898,R003612
8.552018826193232,4.981255108460408,2.086275404819969,5.250046686340991,6.259073436909719,3.7395985345310025,6.212377241304413,5.134391510377391,5.880085989735999,2.7589174296414036,Career Choices,Perfectionism,0.3648,R003613
4.0827191477609475,6.605230160181598,4.507064843460694,5.0987548317257865,4.216803891564616,6.984667850427131,5.484379010851597,4.829555981899392,1.2580172967831245,2.9403053720636816,Studying,Lack of Immediate Reward,0.2843,R003614
5.066391340643449,1.9638042675347305,2.94722073376125,8.231910467476236,2.990043477640992,4.90250302152791,6.275519810011383,3.1855573462061346,1.7693271712901562,4.278164550243254,Fitness,Past Failure Loop,0.1584,R003615
10.911195381133343,7.6698156248619,-0.38024108793252687,,7.052937428557318,8.038025221642659,7.446444278533283,6.120148220256935,4.290460317476821,3.5318344293764192,Studying,Overwhelm / Complexity,0.4771,R003616
8.140256985094465,7.212620576648368,4.269660570238321,5.576342256023614,8.548602596829362,5.7883138286726155,6.122325610006932,2.8189617627966217,4.2536233158512315,4.898970527228414,Career Choices,Lack of Immediate Reward,0.5145,R003617
4.323278706004153,2.500868702632214,1.1448656882899193,3.2885681213988187,4.679640578396744,6.680428875303749,8.620686247961503,3.9690175485724857,4.182561022840165,4.543033086756771,Fitness,Overwhelm / Complexity,0.136,R003618
10.584889637583007,9.01853367706466,2.252576284515376,5.423717653584362,7.838192134936026,3.258707144529889,3.7264966785129037,3.629880477546342,2.8040030196775003,1.8138540268050827,Career Choices,Perfectionism,0.5112,R003619
4.524013938037909,6.241563072730865,2.6727855746490614,4.732013420020924,3.4584205787927473,6.367826917024171,4.031686327102622,5.444200078041643,4.380494595702649,3.7648001025454207,Career Choices,Lack of Immediate Reward,0.1638,R003620
6.934656776464805,9.591345679002997,0.684357217227864,3.2237367156590655,6.109898233135145,3.8206259191381475,2.865485070709645,3.5918592907941367,4.4345145077960595,2.990726413970245,Career Choices,Lack of Immediate Reward,0.4493,R003621
9.093980825216924,,2.8261428537814672,,4.696712941996034,1.9826039340973782,5.210487728471768,2.3436953408855516,-0.29399156335370114,0.9538809310535847,Career Choices,Perfectionism,0.4021,R003622
-1.674568989650429,4.875731686726233,2.957325113622847,5.417611113884966,7.245120064137939,7.090994859470478,4.075498793802532,3.832864048626347,5.178908629618223,5.801053526642326,Fitness,Decision Fatigue,0.1547,R003623
6.326831007407553,5.878311196094922,-2.3265768753637266,6.01233932531203,5.8901348112323735,3.865663273508644,3.2105988771769116,5.221695805374774,3.842338534104997,5.273945365561664,Studying,Perfectionism,0.1929,R003624
8.666667743764142,6.191074942259337,4.5468870733168005,5.053883619027665,4.397569451763159,0.9050576508627728,5.990357735601999,3.6464120049147315,4.1501732864028185,2.973477278420992,Career Choices,Perfectionism,0.4156,R003625
5.812831926269923,4.038264412354818,3.1915044221497206,2.7424844052669624,5.789680829184706,5.546026214113316,5.028195234593158,0.9569092613019681,0.32961134403828174,4.931970171436283,Fitness,Lack of Immediate Reward,0.3458,R003626
3.922718208441001,3.8411095224251977,-1.0855378965093045,5.236773309954619,9.430222870181154,4.807016193482624,3.3555596643599532,5.051234463140021,2.7557851817309946,2.701031224047178,Studying,Decision Fatigue,0.2079,R003627
10.880099684950945,6.797452942476876,4.7161459083675705,,3.781811422508071,2.4993389428407538,6.729228937885383,3.3587124397893,-0.0669514354312497,4.64652370318444,Career Choices,Overwhelm / Complexity,0.5043,R003628
4.445701759753695,9.484706902961126,1.0844845945741033,3.4126012180687813,6.831015068734041,-0.8518862570860204,6.192300736751653,8.576941039860234,4.557447889814629,4.021927342416016,Studying,Perfectionism,0.3599,R003629
10.2437464289951,10.13780196604171,1.455612979221626,3.4374072497736714,5.093084111110326,5.5533968321095255,6.551816719694987,4.929724066837978,2.4978076429427034,8.014824100007328,Career Choices,Overwhelm / Complexity,0.5036,R003630
4.862644274109566,3.4611221758162385,4.0926325016483585,5.206398960069602,3.1291253040708806,4.0796459217455485,6.714098243096749,,2.5633709096316046,6.109670260515802,Fitness,Overwhelm / Complexity,0.1741,R003631
4.498449319474422,4.9028470924569145,2.0966556254775055,3.2582159916102658,5.312030976399088,7.057315933310337,5.434455278974522,9.268825227811876,1.7885820123032765,5.14653168779523,Studying,Decision Fatigue,0.2806,R003632
1.0481725633222232,3.2586088075697943,3.5165872746392637,9.226611532573521,7.752699149472818,5.751758727603211,,6.127950620380316,2.4468352729028613,2.6776038239775954,Fitness,Past Failure Loop,0.1948,R003633
,5.635577624296912,4.5556787448832825,6.095148497190341,4.2305724491526355,2.2510235447033855,4.712327936622331,6.57036811836246,3.929325165696874,6.219382100279321,Studying,Decision Fatigue,0.2329,R003634
7.981085095246089,5.065769737758483,0.9941158121009734,6.384921167028184,5.080637621247672,0.9124980810682803,,5.508094728370799,3.3769626628121356,,Studying,Perfectionism,0.2995,R003635
5.008099715454739,5.102008290990845,-0.3627612260000781,6.868929102815961,,4.19690258370049,2.689234316747156,9.741905712752477,3.25651622584132,4.966761899491683,Fitness,Decision Fatigue,0.2144,R003636
3.6350467342906363,8.737525496745533,5.560902475158647,3.5266377781625318,5.169810800221127,-0.3406360197553129,1.48826365321107,6.263778479759903,5.258127698261061,4.514625487328319,Studying,Perfectionism,0.3213,R003637
9.758691886605591,7.620071694717811,-1.0722132454511406,5.632982635693372,10.768131954498678,3.3725585017843307,3.23395481633678,,4.311570370055178,,Career Choices,Perfectionism,0.368,R003638
5.409390815596448,7.721419545259459,0.9447038953466279,4.9928397569310965,6.070481328560557,4.329723189266878,4.5368413588556145,6.217614617065812,4.027652140732384,3.967382824743708,Career Choices,Lack of Immediate Reward,0.278,R003639
,4.819651908253681,,5.3348046378451555,6.558048253291452,5.564713098655663,4.5403391390596415,8.289641231416084,3.13550070121775,5.522572608220696,Studying,Overwhelm / Complexity,0.433,R003640
4.1078227936684195,6.196565214891923,-0.8715506117344767,1.7757517936902105,7.315134893790258,4.799596660312147,3.344189997830873,7.9040344608859705,4.541850920568541,3.901989501206788,Career Choices,Decision Fatigue,0.2364,R003641
6.755213864565497,7.675178928630054,,7.429678081234315,5.316889118840731,6.1314969268733055,6.234814974238946,6.824623341941853,6.139580184245406,4.437854870209794,Studying,Lack of Immediate Reward,0.4245,R003642
9.79597723620914,5.899786808717324,,4.469764614583948,6.991391022917407,5.546461519263071,5.797490947946861,7.073711344469116,6.105155936026533,3.746270762056424,Career Choices,Overwhelm / Complexity,0.3758,R003643
5.164075416259567,5.271179468359217,4.789272096034337,4.523827137560961,5.681377054120863,3.8186744710022187,6.228770685926002,10.577927540012439,,9.159712541718886,Fitness,Decision Fatigue,0.3242,R003644
4.8147429689492505,3.691755039044716,3.345950399831169,0.8541394862490002,3.138280494904201,9.288941991651797,2.966299105513965,4.822410399642396,4.663748119985239,4.413584964560182,Fitness,Fear of Failure,0.2865,R003645
3.4254610821408473,4.8147975690492455,3.491177846403045,7.744832981686667,5.703128589088672,8.91893890116253,5.585183780463138,3.632245999196555,3.084882929770811,,Fitness,Decision Fatigue,0.2474,R003646
6.745392737878835,11.496232188458272,2.226369253258647,6.9743443395463975,5.617083751549263,,5.205889206558302,7.420945708932962,2.844430173126471,,Career Choices,Lack of Immediate Reward,0.3965,R003647
7.425109138378815,6.347744557640052,,3.1641200492686528,8.515969363455355,6.52156899687725,6.078219657984192,6.190526332268965,-0.8264828829174422,4.220970003406761,Career Choices,Overwhelm / Complexity,0.4453,R003648
9.715967317754924,7.614719365818595,-2.3327728697462167,4.301568937068673,4.987735609353112,2.9145333620238447,6.49886667900191,5.365186193270087,1.5668615229327512,2.714413749538143,Career Choices,Perfectionism,0.3925,R003649
3.0126152539765596,3.2388560834049485,0.5206574229431258,4.803689966391028,9.13777606773821,4.027093011023669,4.647816249783024,3.9342611404291405,3.1518144499620697,4.362466861123271,Fitness,Decision Fatigue,0.2126,R003650
4.314050363853547,5.270463683404324,3.537163451387727,2.7883784724417158,7.881695016800949,2.2561637551423734,4.171425827036307,8.058295099745559,3.8411086278342896,0.29089035096179927,Career Choices,Perfectionism,0.4106,R003651
5.352155940350354,3.4195014767749847,1.7330909845605444,3.758696239775216,5.01330326865413,5.125462959831565,5.708279872234737,7.840824513936955,3.3859329527645725,6.1472357984562915,Studying,Overwhelm / Complexity,0.2204,R003652
3.5909096333260466,11.35688944883403,2.9120764978370666,5.484548587491823,8.191825655211169,-0.42125491441646545,9.05358709410918,3.282203724146782,1.4099804087767875,4.968544121827538,Studying,Lack of Immediate Reward,0.4947,R003653
5.2843415419952855,2.223633754687354,1.7955977093698121,3.784885014937816,3.0392984310645925,6.223991423924905,4.808400340154974,6.001115714138598,4.317031149620339,7.300973507000795,Studying,Overwhelm / Complexity,0.1575,R003654
3.350658376029545,3.5364667170068476,3.0069872931398054,7.028094126390643,4.35345384231548,4.86107247102428,7.848556474596544,3.015451868870424,8.719433298005535,3.928750020193574,Fitness,Lack of Immediate Reward,0.1437,R003655
3.3211610858690213,4.676759032081363,0.7995049238892651,4.722028318388407,1.950912775959571,5.781490541800146,5.182649150966868,1.673905948153005,2.2061329317984253,4.445376493498124,Fitness,Lack of Immediate Reward,0.1405,R003656
2.519688947940725,5.450331838406216,1.1975719759605412,6.733845645223639,4.319131561053343,2.0922195686550955,5.374072186018418,3.2495930041559444,5.626861286672021,7.954599963827455,Fitness,Decision Fatigue,0.138,R003657
5.022205020884435,,1.9174828410723301,6.5347005432557905,1.8095861843593881,5.983535716526274,,5.581363096919857,1.5275181884215823,5.281778771620026,Fitness,Lack of Immediate Reward,0.1992,R003658
7.290421631091486,9.270256202273025,5.766774132979098,5.752184803499688,6.500793217200421,2.238038532180281,7.296369769202179,,5.144934464773515,6.050600272632442,Studying,Lack of Immediate Reward,0.4653,R003659
6.737159616859549,6.460267153891328,1.7696323061951846,4.45612679119707,3.8438064537873813,5.046088318949743,3.778697996915191,7.815051432449833,4.048113007252178,5.8479026502858025,Career Choices,Overwhelm / Complexity,0.2998,R003660
-0.1053314997047643,4.481799062507758,4.796141203606869,7.410345882348549,4.035687465069969,5.619729726951249,4.4994932619246315,6.080895099941137,2.5302385610688787,7.234799653302172,Fitness,Decision Fatigue,0.1109,R003661
3.7481008203405937,1.6888840263366567,4.325710371294869,4.8760820506722835,5.303440977599225,2.402061724279018,3.282550027172281,5.024339652379995,2.9084678787304554,4.965001152263423,Fitness,Perfectionism,0.2548,R003662
8.346937342672677,5.763768592253198,1.1061706635772333,6.740142445053031,6.387879659152029,3.523892169000281,2.5075616252614603,3.2114515265228496,0.31063352124041455,5.6805523009597305,Career Choices,Overwhelm / Complexity,0.3784,R003663
4.649167358409781,9.248145737773845,2.569870758148506,5.3896161840917856,6.374061956073008,6.198936592628032,6.149771335511003,5.058609888342501,1.1713201455040803,5.708058819886224,Studying,Lack of Immediate Reward,0.2984,R003664
5.438415054570351,,1.0216560231856462,2.9542312484853355,6.659583143928409,5.689386725370843,5.049764186593519,5.625450169800596,4.202701129001739,3.380377894739622,Career Choices,Decision Fatigue,0.2666,R003665
7.833504733395205,8.390278761423074,6.347984847427708,4.93879604407296,6.328091040146377,4.926829948401694,2.238600154257734,6.234295454029898,2.1915803014382904,7.197247372868199,Career Choices,Overwhelm / Complexity,0.4891,R003666
4.17371050532846,7.307585043493174,1.96017972224402,7.528019412192815,5.044419606599254,4.1755582402606795,8.627820543909397,2.298238369998167,1.5894613395887924,0.1293112609254985,Studying,Lack of Immediate Reward,0.2906,R003667
4.759594468057347,2.24743444889784,1.914407289763191,5.084395384231733,4.989596996805823,5.848406339288967,4.868575544560622,5.545262043208797,3.3141752209360558,3.2175510618265584,Fitness,Perfectionism,0.2003,R003668
4.089544162861559,5.9463991265486404,3.291219226206415,3.240786676341278,7.859117636943693,8.755343610887344,3.5649145982612755,4.710508531314273,5.181468268433707,2.5835916265040173,Studying,Lack of Immediate Reward,0.3567,R003669
5.734249917770522,6.949132286796852,,6.808024359864686,3.981121091389864,6.8287160388796355,4.94476867220761,0.29112523351576325,3.1134705553611353,7.1532218982074465,Studying,Lack of Immediate Reward,0.2684,R003670
5.228052737873436,6.692121003462649,2.1442757732917146,2.492572684379268,10.191081422113466,4.28633006258179,5.036106476053471,8.544810137139017,4.553209815457307,,Studying,Decision Fatigue,0.4119,R003671
5.520844102323631,3.66250731653584,3.8121921991051737,7.013990738129451,0.6306883258485039,7.201648164546757,4.07180793771275,5.961547214979571,0.322695763923746,3.391733538463609,Fitness,Past Failure Loop,0.2001,R003672
2.0848441811753853,4.9703326590814285,1.8530432511929968,6.202835954553217,6.266524518098287,,5.326384845017469,8.667336022523,5.1066226025424,2.3719768880116634,Studying,Perfectionism,0.2329,R003673
4.916220120492065,6.171473004902828,2.7416113487317353,2.256851450165405,7.450105190489883,7.6298471416807825,3.8669395339133574,8.036394939497224,3.764491051345656,0.46851157104134344,Career Choices,Fear of Failure,0.3114,R003674
6.442591920696776,5.223167379606112,2.668711629194191,4.760903406857413,5.572163131275655,8.864932976979796,4.797917789811564,6.6592186602861165,7.311997150772709,4.998382366589865,Fitness,Overwhelm / Complexity,0.1984,R003675
5.440554617504336,7.676538317761822,3.3517300679331896,3.6477970219863503,8.222542061717464,6.077588046772086,3.0355045904573963,3.668019274168689,0.07695222902198795,5.413496582110168,Career Choices,Lack of Immediate Reward,0.4403,R003676
4.412921326950886,7.637474365719518,-0.8685742187117915,4.359469436651699,4.606182577433559,8.203641299482182,8.124547689529889,5.846303539133597,,9.270222495585426,Studying,Decision Fatigue,0.1721,R003677
7.673987482457842,3.5700298549735496,4.070195606997983,3.3391065773906803,4.184501944038139,6.542876360970046,6.164158910865635,7.960487911661961,-0.5591316215448767,0.37076679248085,Career Choices,Past Failure Loop,0.331,R003678
4.599585881458006,1.3411149977075372,2.516940207126174,3.7324033008633233,7.451152603007456,6.93561602007142,5.995160774810282,4.825520509293764,1.5363885370736665,4.2440576560209395,Fitness,Decision Fatigue,0.264,R003679
4.546797688681786,9.288306157244545,2.42152238390156,7.657650538055859,8.4632721528835,5.916605080470517,2.3881377673816404,,9.460384466667698,4.952762506158887,Studying,Lack of Immediate Reward,0.2661,R003680
7.537505533884408,3.1883018994376626,1.0876393839067955,5.586489794155627,5.548913624708412,5.3424868257020774,4.741067223713895,2.6555692282135004,5.6362460966572865,8.171726555818282,Studying,Overwhelm / Complexity,0.2253,R003681
6.450052082093798,5.717884639857058,4.084093993395318,4.094894720707937,2.4258898340429194,1.7830181662070377,10.31533694366888,7.22165260322995,5.865421751601969,1.77586581285022,Fitness,Perfectionism,0.3123,R003682
7.534799274482159,6.403429913853847,0.9326735187388291,6.851571217104048,5.558712536465833,7.042064895502151,4.410020248473443,5.509961015960568,3.4904988828087573,4.873370173727436,Career Choices,Overwhelm / Complexity,0.3602,R003683
1.342309005127591,5.562739842095945,5.0263054008902515,3.455089529722115,,5.1666082293634314,7.82494577563892,2.906574898062182,1.374113784901143,6.960485979888271,Studying,Past Failure Loop,0.3001,R003684
5.974848421136961,7.176634709579099,2.849105103874512,4.526717694073129,5.885873501536082,3.8667690418517773,3.4549345390868402,6.115154980757595,0.6476828589038455,7.308880327218183,Studying,Decision Fatigue,0.3793,R003685
5.405821629199905,6.960334580215669,4.905323571542652,7.685713093597258,5.149205374280155,7.098793963276406,1.8604868097125666,6.6549885685073615,4.2403843973117405,1.5650523714325804,Fitness,Lack of Immediate Reward,0.3457,R003686
8.018670478971808,9.506375435835592,2.2463774403266887,2.8378514898708924,7.479480364780954,7.704496773606125,7.2083101630733175,5.9415079883245285,6.599714194447335,5.479565551404415,Studying,Lack of Immediate Reward,0.3627,R003687
3.9639702064393214,4.793463387656317,2.5011833887238475,3.227976501301617,6.229989242124567,6.358309371097182,5.470074933924559,4.724474965277991,5.164722663018241,4.479160836228431,Studying,Decision Fatigue,0.2806,R003688
5.391581097446009,6.840341423087801,3.88776505104936,4.036945566923565,3.122990070274798,4.527025656603496,3.2883202814548844,3.71521433468462,-1.448099158150021,2.9212207648672357,Studying,Lack of Immediate Reward,0.4165,R003689
3.2118799084119454,4.972610182434815,1.8201936299644894,6.969345398258134,4.518413736548153,5.9265179840155575,7.715497768108502,6.3950117466351255,2.1924063449295392,0.9409733863056586,Fitness,Past Failure Loop,0.1985,R003690
2.919891456475022,4.303331967786769,3.1897510897144206,8.308378929883887,4.570668290147709,10.413904356785853,8.115856717338268,5.819727966390571,3.997089454006669,7.138958945720759,Fitness,Decision Fatigue,0.1168,R003691
7.0662530247940945,5.279965409212702,1.232072949682049,4.430635561502098,,7.069082165934489,6.764590544358711,3.9261415721542443,5.1673390221429765,4.738093774466501,Career Choices,Overwhelm / Complexity,0.2577,R003692
8.56797079914563,6.6721450116150836,1.518603257836713,4.278657780947752,7.172226045550145,4.434075525093223,7.460362075703984,2.9200973773739793,2.6701369983712704,5.337445545292398,Career Choices,Overwhelm / Complexity,0.4231,R003693
7.205204692204147,4.272780830867511,3.3369887647726673,7.282226161500868,-0.23602145684832898,5.660763567809555,4.7157435079946355,8.356004568062275,4.827457129286183,6.162008546993084,Fitness,Overwhelm / Complexity,0.2411,R003694
7.463739979195803,9.568552169724782,0.08957057187095252,6.575725340404324,5.847042301007523,5.626857906998664,1.5137050164588106,5.312423440456487,2.2279825935752484,3.913852911089614,Career Choices,Lack of Immediate Reward,0.3846,R003695
2.8149459196475726,3.583537276086222,2.768072734182524,5.773120141320203,5.9088916772092315,5.094350516096652,4.851109492460047,3.9103005649413216,2.6791738398065066,3.337000890069301,Studying,Decision Fatigue,0.251,R003696
7.293198218055133,11.12288259812848,4.887939274959492,4.639403288313984,5.755226178263894,8.958656923256301,5.917400026148304,5.6333845917325345,1.2013113460192344,3.187735981307541,Career Choices,Lack of Immediate Reward,0.5505,R003697
3.9414684087676033,3.0554432905206,0.7130758497372265,5.674294492867375,5.324339946310597,0.948993630526596,3.7644536793691117,4.214532788636777,5.562418853574383,3.4478256531782105,Fitness,Perfectionism,0.2104,R003698
3.829000554426442,1.9230760039612496,-0.3103672048700652,5.843933361307286,5.246504441726722,6.382213404649728,10.408161678817734,3.151118213154681,2.798476504680016,5.0556264226027565,Fitness,Decision Fatigue,0.1407,R003699
5.000430279817376,,0.9811263951450997,7.9472139456099935,8.338253860063602,2.7085753571230407,1.5095968142842104,6.796727400957539,6.704771311247804,10.432112639662186,Studying,Decision Fatigue,0.1983,R003700
2.533388103246769,4.194841140560564,1.164183582456993,5.903413821191787,3.539560080372105,6.982429404069771,5.703384779376522,7.040156420666062,1.811642841471257,6.7533745253378745,Studying,Decision Fatigue,0.137,R003701
7.26339374090632,6.934552616942827,-0.986205086369379,6.879668113807362,6.649156891732836,6.707112955681783,6.62827050079754,3.254756919678261,2.014254125630007,1.053461440197681,Career Choices,Lack of Immediate Reward,0.3194,R003702
5.675475007888977,3.9635038834672747,4.680602566938384,8.810411779996187,8.378788552801497,,5.541313890650721,7.139860405568764,3.1693687728895124,9.694748465876714,Studying,Decision Fatigue,0.3284,R003703
0.15331384091094247,4.143702537113002,1.6305332706516165,6.1109364503105015,8.387791030301274,4.416312165491632,4.003138675439096,4.271007963723955,7.5928602329878325,3.624552240471404,Fitness,Decision Fatigue,0.1346,R003704
0.4418850966325856,3.0336431845921017,1.2207774705361407,2.6630631602243886,4.095051573415897,0.05566631622257123,6.085063248939597,5.514141438893776,2.1545226587913757,1.0620614549387306,Fitness,Perfectionism,0.1533,R003705
4.273579206654831,6.918651599507967,3.07666484818884,6.000694368309205,3.4045764965469925,8.098084064323393,,3.951668192553477,,4.4122890020126695,Fitness,Lack of Immediate Reward,0.3611,R003706
8.287695647093873,6.968210162741913,2.510397959453667,1.4370642022478055,6.7232578381433274,5.5657286002146495,3.94030189040991,5.79481452576514,3.927575599633758,2.615938244542625,Career Choices,Perfectionism,0.5202,R003707
6.856964410162284,4.81287171898189,0.982271768070188,5.599246308230398,6.914892550914279,4.380756070637418,6.280236892012138,6.538275378805142,,2.9388128459023317,Fitness,Perfectionism,0.2901,R003708
4.698661012363095,7.886891170133292,2.3820112599354695,6.857166904998341,4.340120733070661,5.635477636500274,3.8883864190265,8.482979461861262,3.6628061835556007,4.108005492346086,Studying,Lack of Immediate Reward,0.2693,R003709
4.661399629457732,1.3738915702544325,4.37133665730446,1.6692938544720506,5.912973569428055,1.3770822830077312,,7.669109190471243,3.5402460442387267,7.990631331834249,Studying,Perfectionism,0.201,R003710
5.92559820282246,1.9812277425306384,5.989816127338069,3.7977489693655477,6.922936415896462,8.052003800722279,3.0883892778200948,4.645646351575366,3.063152948774349,11.116944356435686,Fitness,Decision Fatigue,0.3625,R003711
2.614471063181634,3.87691192114767,1.5175902953231208,6.732422417938595,3.9336977704789815,4.107741550426255,7.442276074778271,6.049218942200019,3.553655965641927,0.842582761054135,Fitness,Perfectionism,0.1405,R003712
2.69584152200121,6.5821580577113705,2.828288897884082,4.563874194841261,4.4051487174372745,7.448692871369983,3.381576459676867,6.820397509674652,4.884884226243217,4.418781909643799,Studying,Lack of Immediate Reward,0.2527,R003713
5.908977076322691,6.769805732130847,1.9232925943161736,4.44120723415075,7.186167985896002,2.5015453432445645,3.450518164099999,6.156298684876445,1.7577801163588194,3.0551815536497235,Career Choices,Perfectionism,0.3263,R003714
8.739810222100703,6.1018729295484775,0.06612634420256702,4.093663157744289,3.986328980417686,2.402876831274147,7.073532626971932,2.7325487004917344,2.2418256150387235,8.192149118049084,Career Choices,Overwhelm / Complexity,0.2588,R003715
4.800457543529479,2.464595171535278,,4.5827480720244615,5.526610390192974,8.392752464688169,6.708278999861593,2.99516647054692,3.6690364474471795,6.330612302318508,Fitness,Decision Fatigue,0.2361,R003716
7.295256676906749,5.277959496015455,2.5787445066666375,3.300548157250137,8.784736053178134,8.765412323460229,8.878663928878026,1.4685290137502505,3.5931759156722687,6.821023658403604,Studying,Overwhelm / Complexity,0.3449,R003717
8.996027308170806,2.780337785952124,2.9257332931773736,6.499462811107081,4.920900390702229,7.882469098535395,1.3325050419212472,4.938730678873004,-0.03594430967085582,4.530754858089757,Studying,Overwhelm / Complexity,0.399,R003718
5.506930208192783,3.8914498980756487,12.091379548719495,4.7266664162201275,7.405751583069788,6.623022762490976,0.41497012168313496,8.008413665589888,1.026826483925282,3.470904311798532,Career Choices,Past Failure Loop,0.5361,R003719
